==================================================
Training Data:	|	Start	 End	 Label
Window 292:	|	1614991526 	 1614991530 	 Close By
Window 293:	|	1614991527 	 1614991531 	 Close By
Window 294:	|	1614991528 	 1614991532 	 Close By
Window 295:	|	1614991529 	 1614991533 	 Close By
Window 296:	|	1614991530 	 1614991534 	 Close By
Window 297:	|	1614991531 	 1614991535 	 Close By
Window 298:	|	1614991532 	 1614991536 	 Close By
Window 299:	|	1614991533 	 1614991537 	 Close By
Window 300:	|	1614991534 	 1614991538 	 Close By
Window 301:	|	1614991535 	 1614991539 	 Close By
Window 302:	|	1614991536 	 1614991540 	 Close By
Window 303:	|	1614991537 	 1614991541 	 Close By
Window 304:	|	1614991538 	 1614991542 	 Close By
Window 305:	|	1614991539 	 1614991543 	 Close By
Window 306:	|	1614991540 	 1614991544 	 Close By
Window 307:	|	1614991541 	 1614991545 	 Close By
Window 308:	|	1614991542 	 1614991546 	 Close By
Window 309:	|	1614991543 	 1614991547 	 Close By
Window 310:	|	1614991544 	 1614991548 	 Close By
Window 311:	|	1614991545 	 1614991549 	 Close By
Window 312:	|	1614991579 	 1614991583 	 Close By
Window 313:	|	1614991580 	 1614991584 	 Close By
Window 314:	|	1614991581 	 1614991585 	 Close By
Window 315:	|	1614991582 	 1614991586 	 Close By
Window 316:	|	1614991583 	 1614991587 	 Close By
Window 317:	|	1614991651 	 1614991655 	 Close By
Window 318:	|	1614991652 	 1614991656 	 Close By
Window 319:	|	1614991653 	 1614991657 	 Close By
Window 320:	|	1614991654 	 1614991658 	 Close By
Window 321:	|	1614991655 	 1614991659 	 Close By
Window 322:	|	1614991656 	 1614991660 	 Close By
Window 323:	|	1614991657 	 1614991661 	 Close By
Window 324:	|	1614991658 	 1614991662 	 Close By
Window 325:	|	1614991659 	 1614991663 	 Close By
Window 326:	|	1614991660 	 1614991664 	 Close By
Window 327:	|	1614991661 	 1614991665 	 Close By
Window 328:	|	1614991662 	 1614991666 	 Close By
Window 329:	|	1614991663 	 1614991667 	 Close By
Window 330:	|	1614991664 	 1614991668 	 Close By
Window 331:	|	1614991665 	 1614991669 	 Close By
Window 332:	|	1614991666 	 1614991670 	 Close By
Window 333:	|	1614991667 	 1614991671 	 Close By
Window 334:	|	1614991668 	 1614991672 	 Close By
Window 335:	|	1614991751 	 1614991755 	 Close By
Window 336:	|	1614991752 	 1614991756 	 Close By
Window 337:	|	1614991753 	 1614991757 	 Close By
Window 338:	|	1614991754 	 1614991758 	 Close By
Window 339:	|	1614991755 	 1614991759 	 Close By
Window 340:	|	1614991756 	 1614991760 	 Close By
Window 341:	|	1614991757 	 1614991761 	 Close By
Window 342:	|	1614991758 	 1614991762 	 Close By
Window 343:	|	1614991759 	 1614991763 	 Close By
Window 344:	|	1614991760 	 1614991764 	 Close By
Window 345:	|	1614991761 	 1614991765 	 Close By
Window 346:	|	1614991762 	 1614991766 	 Close By
Window 347:	|	1614991763 	 1614991767 	 Close By
Window 348:	|	1614991764 	 1614991768 	 Close By
Window 349:	|	1614991765 	 1614991769 	 Close By
Window 350:	|	1614991766 	 1614991770 	 Close By
Window 351:	|	1614991767 	 1614991771 	 Close By
Window 352:	|	1614991768 	 1614991772 	 Close By
Window 353:	|	1614991769 	 1614991773 	 Close By
Window 354:	|	1614991770 	 1614991774 	 Close By
Window 355:	|	1614991771 	 1614991775 	 Close By
Window 356:	|	1614991772 	 1614991776 	 Close By
Window 357:	|	1614991773 	 1614991777 	 Close By
Window 358:	|	1614991774 	 1614991778 	 Close By
Window 359:	|	1614991775 	 1614991779 	 Close By
Window 360:	|	1614991776 	 1614991780 	 Close By
Window 361:	|	1614991777 	 1614991781 	 Close By
Window 362:	|	1614991778 	 1614991782 	 Close By
Window 363:	|	1614991779 	 1614991783 	 Close By
Window 364:	|	1614991780 	 1614991784 	 Close By
Window 365:	|	1614991781 	 1614991785 	 Close By
Window 366:	|	1614991782 	 1614991786 	 Close By
Window 367:	|	1614991783 	 1614991787 	 Close By
Window 368:	|	1614991784 	 1614991788 	 Close By
Window 369:	|	1614991785 	 1614991789 	 Close By
Window 370:	|	1614991786 	 1614991790 	 Close By
Window 371:	|	1614991787 	 1614991791 	 Close By
Window 372:	|	1614991788 	 1614991792 	 Close By
Window 373:	|	1614991789 	 1614991793 	 Close By
Window 374:	|	1614991790 	 1614991794 	 Close By
Window 375:	|	1614991791 	 1614991795 	 Close By
Window 376:	|	1614991792 	 1614991796 	 Close By
Window 377:	|	1614991793 	 1614991797 	 Close By
Window 378:	|	1614991794 	 1614991798 	 Close By
Window 379:	|	1614991795 	 1614991799 	 Close By
Window 380:	|	1614991796 	 1614991800 	 Close By
Window 381:	|	1614991797 	 1614991801 	 Close By
Window 382:	|	1614991798 	 1614991802 	 Close By
Window 383:	|	1614991799 	 1614991803 	 Close By
Window 384:	|	1614991800 	 1614991804 	 Close By
Window 385:	|	1614991801 	 1614991805 	 Close By
Window 386:	|	1614991802 	 1614991806 	 Close By
Window 387:	|	1614991803 	 1614991807 	 Close By
Window 388:	|	1614991804 	 1614991808 	 Close By
Window 389:	|	1614991805 	 1614991809 	 Close By
Window 390:	|	1614991806 	 1614991810 	 Close By
Window 391:	|	1614991807 	 1614991811 	 Close By
Window 392:	|	1614991808 	 1614991812 	 Close By
Window 393:	|	1614991809 	 1614991813 	 Close By
Window 394:	|	1614991810 	 1614991814 	 Close By
Window 395:	|	1614991811 	 1614991815 	 Close By
Window 396:	|	1614991812 	 1614991816 	 Close By
Window 397:	|	1614991813 	 1614991817 	 Close By
Window 398:	|	1614991814 	 1614991818 	 Close By
Window 399:	|	1614991815 	 1614991819 	 Close By
Window 400:	|	1614991826 	 1614991830 	 Close By
Window 401:	|	1614991827 	 1614991831 	 Close By
Window 402:	|	1614991828 	 1614991832 	 Close By
Window 403:	|	1614991829 	 1614991833 	 Close By
Window 404:	|	1614991830 	 1614991834 	 Close By
Window 405:	|	1614991831 	 1614991835 	 Close By
Window 406:	|	1614991832 	 1614991836 	 Close By
Window 407:	|	1614991833 	 1614991837 	 Close By
Window 408:	|	1614991834 	 1614991838 	 Close By
Window 409:	|	1614991835 	 1614991839 	 Close By
Window 410:	|	1614991836 	 1614991840 	 Close By
Window 411:	|	1614991837 	 1614991841 	 Close By
Window 412:	|	1614991838 	 1614991842 	 Close By
Window 413:	|	1614991839 	 1614991843 	 Close By
Window 414:	|	1614991840 	 1614991844 	 Close By
Window 415:	|	1614991841 	 1614991845 	 Close By
Window 416:	|	1614991842 	 1614991846 	 Close By
Window 417:	|	1614991843 	 1614991847 	 Close By
Window 418:	|	1614991844 	 1614991848 	 Close By
Window 419:	|	1614991845 	 1614991849 	 Close By
Window 420:	|	1614991846 	 1614991850 	 Close By
Window 421:	|	1614991847 	 1614991851 	 Close By
Window 422:	|	1614991848 	 1614991852 	 Close By
Window 423:	|	1614991849 	 1614991853 	 Close By
Window 424:	|	1614991850 	 1614991854 	 Close By
Window 425:	|	1614991851 	 1614991855 	 Close By
Window 426:	|	1614991852 	 1614991856 	 Close By
Window 427:	|	1614991853 	 1614991857 	 Close By
Window 428:	|	1614991854 	 1614991858 	 Close By
Window 429:	|	1614991855 	 1614991859 	 Close By
Window 430:	|	1614991856 	 1614991860 	 Close By
Window 431:	|	1614991899 	 1614991903 	 Close By
Window 432:	|	1614991900 	 1614991904 	 Close By
Window 433:	|	1614991901 	 1614991905 	 Close By
Window 434:	|	1614991902 	 1614991906 	 Close By
Window 435:	|	1614991903 	 1614991907 	 Close By
Window 436:	|	1614991904 	 1614991908 	 Close By
Window 437:	|	1614991905 	 1614991909 	 Close By
Window 438:	|	1614991906 	 1614991910 	 Leaving Room
Window 439:	|	1614991907 	 1614991911 	 Leaving Room
Window 440:	|	1614991908 	 1614991912 	 Leaving Room
Window 441:	|	1614991909 	 1614991913 	 Leaving Room
Window 442:	|	1614991910 	 1614991914 	 Leaving Room
Window 443:	|	1614991911 	 1614991915 	 Leaving Room
Window 444:	|	1614991912 	 1614991916 	 Leaving Room
Window 445:	|	1614991913 	 1614991917 	 Out of Range
Window 446:	|	1614991914 	 1614991918 	 Out of Range
Window 447:	|	1614991915 	 1614991919 	 Out of Range
Window 448:	|	1614991916 	 1614991920 	 Out of Range
Window 449:	|	1614991917 	 1614991921 	 Out of Range
Window 450:	|	1614991918 	 1614991922 	 Out of Range
Window 451:	|	1614991919 	 1614991923 	 Out of Range
Window 452:	|	1614991920 	 1614991924 	 Out of Range
Window 453:	|	1614991921 	 1614991925 	 Out of Range
Window 454:	|	1614991922 	 1614991926 	 Out of Range
Window 455:	|	1614991923 	 1614991927 	 Out of Range
Window 456:	|	1614991924 	 1614991928 	 Out of Range
Window 457:	|	1614991925 	 1614991929 	 Out of Range
Window 458:	|	1614991936 	 1614991940 	 Entering Room
Window 459:	|	1614991937 	 1614991941 	 Entering Room
Window 460:	|	1614991938 	 1614991942 	 Entering Room
Window 461:	|	1614991939 	 1614991943 	 Entering Room
Window 462:	|	1614991945 	 1614991949 	 Close By
Window 463:	|	1614991946 	 1614991950 	 Close By
Window 464:	|	1614991947 	 1614991951 	 Close By
Window 465:	|	1614991948 	 1614991952 	 Close By
Window 466:	|	1614991949 	 1614991953 	 Close By
Window 467:	|	1614991950 	 1614991954 	 Close By
Window 468:	|	1614991965 	 1614991969 	 Close By
Window 469:	|	1614991966 	 1614991970 	 Close By
Window 470:	|	1614991967 	 1614991971 	 Close By
Window 471:	|	1614991968 	 1614991972 	 Close By
Window 472:	|	1614991969 	 1614991973 	 Close By
Window 473:	|	1614991970 	 1614991974 	 Close By
Window 474:	|	1614991971 	 1614991975 	 Close By
Window 475:	|	1614991972 	 1614991976 	 Close By
Window 476:	|	1614991973 	 1614991977 	 Close By
Window 477:	|	1614991974 	 1614991978 	 Close By
Window 478:	|	1614991975 	 1614991979 	 Close By
Window 479:	|	1614991976 	 1614991980 	 Close By
Window 480:	|	1614991977 	 1614991981 	 Close By
Window 481:	|	1614991978 	 1614991982 	 Close By
Window 482:	|	1614992121 	 1614992125 	 Close By
==================================================
Model Accuracy of Window Length 5: 48.96265560165975%
Model Accuracy of Window Length 5: 25.311203319502074%
==================================================
